,id,lambda_function_name,event_time,write_to_database_timestamp,function_end_timestamp,billed_duration_ms,cold_start
138,image_capture_2025-05-02_14-00-00.jpg,site1-lambdafunction,2025-05-02 20:00:03,2025-05-02 20:00:23.271,2025-05-02 20:00:23.328,18675.0,True
139,image_capture_2025-05-02_12-59-59.jpg,site1-lambdafunction,2025-05-02 19:00:01,2025-05-02 19:00:28.392,2025-05-02 19:00:28.478,25840.0,True
140,image_capture_2025-05-02_11-00-00.jpg,site1-lambdafunction,2025-05-02 17:01:04,2025-05-02 17:01:30.528,2025-05-02 17:01:33.625,27583.0,True
141,image_capture_2025-05-02_10-00-00.jpg,site1-lambdafunction,2025-05-02 16:00:51,2025-05-02 16:01:15.012,2025-05-02 16:01:17.124,24488.0,True
142,image_capture_2025-05-02_09-00-00.jpg,site1-lambdafunction,2025-05-02 15:00:41,2025-05-02 15:01:00.919,2025-05-02 15:01:00.981,18806.0,True
143,image_capture_2025-05-02_08-00-00.jpg,site1-lambdafunction,2025-05-02 14:00:30,2025-05-02 14:00:48.071,2025-05-02 14:00:48.132,16514.0,True
144,image_capture_2025-05-02_07-00-00.jpg,site1-lambdafunction,2025-05-02 13:00:20,2025-05-02 13:00:51.625,2025-05-02 13:00:51.721,29483.0,True
145,image_capture_2025-05-02_06-00-00.jpg,site1-lambdafunction,2025-05-02 12:00:09,2025-05-02 12:00:36.425,2025-05-02 12:00:36.487,25415.0,True
146,image_capture_2025-05-02_05-00-00.jpg,site1-lambdafunction,2025-05-02 11:00:12,2025-05-02 11:00:31.754,2025-05-02 11:00:31.807,18828.0,True
147,image_capture_2025-05-02_04-00-00.jpg,site1-lambdafunction,2025-05-02 10:00:01,2025-05-02 10:00:19.704,2025-05-02 10:00:19.785,17438.0,True
148,image_capture_2025-05-02_02-00-00.jpg,site1-lambdafunction,2025-05-02 08:01:01,2025-05-02 08:01:18.448,2025-05-02 08:01:18.631,16505.0,True
149,image_capture_2025-05-02_01-00-00.jpg,site1-lambdafunction,2025-05-02 07:00:51,2025-05-02 07:01:11.338,2025-05-02 07:01:13.824,21127.0,True
150,image_capture_2025-05-01_23-59-59.jpg,site1-lambdafunction,2025-05-02 06:00:39,2025-05-02 06:00:59.589,2025-05-02 06:00:59.636,18523.0,True
151,image_capture_2025-05-08_17-00-00.jpg,site2-lambdafunction,2025-05-08 23:00:17,2025-05-08 23:00:35.801,2025-05-08 23:00:35.849,17668.0,True
152,image_capture_2025-05-08_16-00-00.jpg,site2-lambdafunction,2025-05-08 22:00:03,2025-05-08 22:00:22.794,2025-05-08 22:00:23.207,18123.0,True
153,image_capture_2025-05-08_14-00-00.jpg,site2-lambdafunction,2025-05-08 20:01:07,2025-05-08 20:01:24.929,2025-05-08 20:01:24.988,16179.0,True
154,image_capture_2025-05-08_13-00-00.jpg,site2-lambdafunction,2025-05-08 19:00:54,2025-05-08 19:01:14.836,2025-05-08 19:01:15.936,19631.0,True
